region,Group,details
south-asia,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '1200 CE - 1600 CE', 'Religious Group, Islamic Traditions, Indic Religious Traditions']"
south-asia,"Punjab/Delhi, India","['Expert source: Rachel Spicer', '1600 CE - 2020 CE', 'Religious Group, Islamic Traditions, Indic Religious Traditions']"
south-asia,Pushtimarg (The Path of Grace) in the UK and Gujarat,"['1990 CE - 2020 CE', 'Religious Group, Vaishnavism, Bhakti']"
south-asia,Sachchai,"['1975 CE - 2020 CE', 'Religious Group, New Religious Movement (NRM), Syncretic Religions']"
south-asia,Tafsīr al-taḥrīr wa al-tanwīr,"['1936 CE - 2022 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Traditions, Fiqh""]"
south-asia,Tamil Neo-Saivism,"['1841 CE - 2020 CE', 'Religious Group, Reform Movement, Shaivism, Tamil Religious Groups, South Asian Religion, Indic Religious Traditions']"
south-asia,The Roshaniyya,"['1550 CE - 1640 CE', 'Religious Group, Apocalyptic Movements, Islamic Traditions, Indic Religious Traditions']"
south-asia,Baul Fakirs of Bengal,"['1800 CE - 2020 CE', 'Religious Group, Tantric Buddhism, Sufi, Syncretic Religions, Indic Religious Traditions']"
south-asia,The Roshaniyya,"['1550 CE - 1640 CE', 'Religious Group, Apocalyptic Movements, Islamic Traditions, Indic Religious Traditions']"
afghanistan,The Roshaniyya,"['1550 CE - 1640 CE', 'Religious Group, Apocalyptic Movements, Islamic Traditions, Indic Religious Traditions']"
bangladesh,Baul Fakirs of Bengal,"['1800 CE - 2020 CE', 'Religious Group, Tantric Buddhism, Sufi, Syncretic Religions, Indic Religious Traditions']"
sulaiman-mountains,The Roshaniyya,"['1550 CE - 1640 CE', 'Religious Group, Apocalyptic Movements, Islamic Traditions, Indic Religious Traditions']"
south-india,Adi Dravida/Valluva Sakya Buddhism,"['1891 CE - 1940 CE', 'Religious Group, Reform Movement, Communal Society, Subaltern Religion, Tamil Religious Groups, South Asian Religion, Buddhist Traditions']"
south-india,Chishti Sufis,"['Supervised by: Stephen Christopher', '1200 CE - 2020 CE', 'Religious Group, Sufi, Islamic Traditions, South Asian Religion, Indic Religious Traditions']"
south-india,Tamil Muslims,"['20 CE - 21 CE', ""Religious Group, South Asian Religion, Shi'a Islam, Islamic Traditions""]"
south-india,Tamil Neo-Saivism,"['1841 CE - 2020 CE', 'Religious Group, Reform Movement, Shaivism, Tamil Religious Groups, South Asian Religion, Indic Religious Traditions']"
south-korea,Anglican Church of Korea,"['1890 CE - 2021 CE', 'Religious Group, Christianity of the global South, Abrahamic, Korean Religions, Protestantism']"
south-korea,Modern Mystery School (MMS),"['1997 CE - 2021 CE', 'Religious Group, New Age Religion, Mystery Religion, Spiritual Business']"
south-korea,The Yijing 易經 (The Classic of Changes),"['Expert source: Richard Smith', '1554 BCE - 2021 CE', 'Religious Group, Text, Chinese Religion, Neo-Confucian text, Cosmology, Early Chinese text, Excavated text']"
south-sulawesi,Masjid Al-Hilal,"['1603 CE - 1980 CE', 'Religious Place, Religious Group, Southeast Asian Religions, Sufi, shrines, Islamic Traditions, Tomb']"
south-sulawesi,Masjid Tua Palopo,"['1604 CE - 1905 CE', 'Religious Place, Religious Group, Buginese, Sufi, Islamic Traditions, Tomb']"
southeast-asia,Batak Traditional Religions,"['1600 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Shamanism, Syncretic Religions, Indic Religious Traditions']"
southeast-asia,Buginese Muslims,"['1500 CE - 2004 CE', 'Religious Group, Islamic Traditions']"
southeast-asia,Butonese Muslims,"['1500 CE - 2002 CE', 'Religious Group, Islamic Traditions']"
southeast-asia,Đồng Dương Temple,"['900 CE - 1000 CE', 'Religious Group, Religious Place, Temple, Altar, Southeast Asian Religions, Buddhist Traditions, Monument, Indic Religious Traditions']"
southeast-asia,Haroi,"['1470 CE - 2019 CE', 'Religious Group, Animist, Vietnam, Vietnamese Religions']"
southeast-asia,Islamic modernists,"['1800 CE - 1980 CE', 'Religious Group, Maghreb Religions, African Religion, Secularism, Islamic Traditions, South Asian Religion']"
southeast-asia,Kaharingan,"['1945 CE - 2021 CE', 'Religious Group, Reform Movement, Southeast Asian Religions, Animist, Syncretic Religions, Southeast Asian Hinduism, Hinduism']"
southeast-asia,Maqāṣid al-šarī῾a al-islāmiyya,"['1947 CE - 2022 CE', 'Religious Group, Text, Islamic Traditions, Fiqh']"
southeast-asia,"Masjid Al-Aqsha Menara Kudus, Kudus (Central Java)","['1549 CE - 2022 CE', 'Religious Group, Religious Place, Sufi, Southeast Asian Religions, Mausoleum, Islamic Traditions']"
southeast-asia,Masjid Al-Hilal,"['1603 CE - 1980 CE', 'Religious Place, Religious Group, Southeast Asian Religions, Sufi, shrines, Islamic Traditions, Tomb']"
southeast-asia,Masjid Tua Palopo,"['1604 CE - 1905 CE', 'Religious Place, Religious Group, Buginese, Sufi, Islamic Traditions, Tomb']"
southeast-asia,Nestorian Christianity,"['431 CE - 1500 CE', 'Religious Group, Nestorianism']"
southeast-asia,Shiva Worship in Vietnam,"['1700 CE - 1979 CE', 'Religious Group, Hinduism']"
southeast-asia,"Sunan Ampel Great Mosque, Surabaya","['1421 CE - 2021 CE', 'Religious Place, Religious Group, Southeast Asian Religions, Sufi, shrines, Islamic Traditions, Tomb']"
southeast-asia,Tafsīr al-taḥrīr wa al-tanwīr,"['1936 CE - 2022 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Traditions, Fiqh""]"
southeast-asia,"The Mausoleum of Sunan Gunung Jati, Cirebon (West Java)","['1570 CE - 2022 CE', 'Religious Group, Religious Place, Sufi, Southeast Asian Religions, Mausoleum, Islamic Traditions']"
southeast-asia,"The Mausoleum of Sunan Muria, Colo (Central Java)","['1551 CE - 2022 CE', 'Religious Group, Religious Place, Sufi, Southeast Asian Religions, Mausoleum, Islamic Traditions']"
southeast-asia,"The Ppo Romé temple-tower complex (Bimong Kalan Ppo Romé, Tháp Ppo Romé)","['1600 CE - 2015 CE', 'Religious Place, Religious Group, Temple, Cenotaph, Altar, Religious Complex, Southeast Asian Religions, Southeast Asian Hinduism, Indic Religious Traditions']"
southeast-asia,"The Tomb of Sunan Kalijaga: Kadilangu Village, Demak Regency (Central Java)","['1513 CE - 2022 CE', 'Religious Group, Religious Place, Sufi, Southeast Asian Religions, Tomb, Islamic Traditions']"
southeast-asia,"Tomb of Sunan Drajat, Lamongan (East Java)","['1522 CE - 2021 CE', 'Religious Group, Religious Place, Sufi, Southeast Asian Religions, Tomb, Islamic Traditions']"
southeast-asia,"Tomb of Sunan Giri, Gresik (East Java)","['1506 CE - 2020 CE', 'Religious Place, Religious Group, Southeast Asian Religions, Sufi, shrines, Islamic Traditions, Tomb']"
southeast-asia,Tomb of Sunan Gresik,"['1419 CE - 2020 CE', 'Religious Place, Religious Group, Sufi, Islamic Traditions, Tomb']"
southeast-asia,Phnom Oudong: A Sacred Mountain of Pre-colonial Khmer Royal Cities,"['1600 CE - 2020 CE', 'Religious Place, Religious Group, Temple, Southeast Asian Religions, Religious Complex']"
cambodia,Phnom Oudong: A Sacred Mountain of Pre-colonial Khmer Royal Cities,"['1600 CE - 2020 CE', 'Religious Place, Religious Group, Temple, Southeast Asian Religions, Religious Complex']"
southeast-sulawesi,Butonese Muslims,"['1500 CE - 2002 CE', 'Religious Group, Islamic Traditions']"
southern-iraq,Book(s) of Esther,"['400 BCE - 70 CE', 'Religious Group, Text, Religious Holidays, Jewish Court Tales, Early Jewish Literature, Christian Traditions, Scripture, Jewish Traditions']"
southern-iraq,Epic of Gilgamesh,"['1900 BCE - 130 BCE', 'Religious Group, Text, Mesopotamian Religions, Assyrian Religions, Sumerian religions, Babylonian Text, Near East, Epic, Excavated text']"
southern-iraq,Household religion at Ur,"['2000 BCE - 1800 BCE', 'Religious Group, Mesopotamian Religions']"
southern-iraq,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,"['874 CE - 936 CE', 'Religious Group, Text, Islamic Theology, Hadith, Islamic Traditions']"
southern-iraq,Religion at Nippur in the Ur III period,"['2100 BCE - 2000 BCE', 'Religious Group, Mesopotamian Religions, Sumerian religions, Middle Bronze Age, Near East']"
southwest-china,Liumen (Liu School),"['Data source: Mapping Religious Diversity in Modern Sichuan', '1807 CE - 1950 CE', 'Religious Group, Sichuan Basin and Hanzhong Valley Region, Yellow and Yangzi Rivers Region, Redemptive Societies, Syncretic Religions, Polytheistic, Daoism, Secularism, Chinese Religion, Confucianism, Sichuan and Hanzhong Valley Region']"
spain,"Elche, Spain Synagogue","['Supervised by: Robyn Walsh', '250 CE - 350 CE', 'Religious Place, Temple, Synagogue, Basilica']"
spain,Elche Synagogue (Spain),"['Supervised by: Robyn Walsh', '200 CE - 700 CE', 'Religious Place, Religious Group, Synagogue, Basilica, Jewish Traditions, Christian Traditions, Early Christianity']"
sri-lanka,Tamil Neo-Saivism,"['1841 CE - 2020 CE', 'Religious Group, Reform Movement, Shaivism, Tamil Religious Groups, South Asian Religion, Indic Religious Traditions']"
sub-saharan-africa,Tijaniyya Tariqa الطريقة التيجانية,"['1781 CE - 2022 CE', 'Religious Group, Sufi, Maghreb Religions, Islamic Traditions, Mysticism, Sufi Order']"
sudan,In the Shade of the Qur'an في ظلال القرآن,"['1951 CE - 2023 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Theology, Islamic Traditions, Fiqh""]"
sudan,Tijaniyya Tariqa الطريقة التيجانية,"['1781 CE - 2022 CE', 'Religious Group, Sufi, Maghreb Religions, Islamic Traditions, Mysticism, Sufi Order']"
sumatra,Batak Traditional Religions,"['1600 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Shamanism, Syncretic Religions, Indic Religious Traditions']"
sumatra,Islam in Aceh,"['1500 CE - 2020 CE', 'Religious Group, Abrahamic, Southeast Asian Religions, Islamic Traditions']"
syria,Cult of Thecla,"['150 CE - 600 CE', 'Religious Group, Ancient Mediterranean, Hellenistic Religions, Asia Minor, Greek Cult, Greek Religions, Anatolian Religions']"
syria,Defense of Icon Veneration by John of Damascus,"['726 CE - 730 CE', 'Religious Group, Text, Orthodoxy, Christian Traditions, Byzantine text']"
syria,Hanbalism,"['850 CE - 1350 CE', 'Religious Group, Levantine Religion, Abrahamic, Arabian Religions, Islamic Traditions']"
syria,In the Shade of the Qur'an في ظلال القرآن,"['1951 CE - 2023 CE', ""Religious Group, Text, Qur'anic commentary (Tafsir), Islamic Theology, Islamic Traditions, Fiqh""]"
syria,Ishtar's Descent to the Underworld,"['1000 BCE - 600 BCE', 'Religious Group, Text, Sumerian Text, Ancient Mesopotamian Text, Mesopotamian Religions']"
syria,Ludlul Bel Nemeqi,"['1300 BCE - 300 BCE', 'Religious Group, Text, Assyrian Religions, Babylonian Religions, Babylonian Text, Ancient Mesopotamian Text, Mesopotamian Religion, Excavated text']"
syria,Mesopotamian Exorcistic Texts,"['2500 BCE - 50 CE', 'Religious Group, Text, Mesopotamian Religions, Babylonian Religions, Sumerian Text, Ancient Mesopotamian Text, Ritual text']"
syria,Nestorian Christianity,"['431 CE - 1500 CE', 'Religious Group, Nestorianism']"
syria,Peshitta,"['2 CE - 21 CE', 'Religious Group, Text, Canonical texts, Abrahamic, Christian Traditions']"
syria,Pre-Pottery Neolithic in the Near East,"['9700 BCE - 6600 BCE', 'Religious Group, Prehistoric Religion, Neolithic, Near East, Anatolian Religions']"
syria,Religion in the Mittani Empire,"['1550 BCE - 1350 BCE', 'Religious Group, Indo-Iranian Religions, Polytheistic, Mesopotamian Religion, Ancient Syrian Religion, Assyrian Religions, Indo-European Religion']"
syria,Targums,"['70 CE - 601 CE', 'Religious Group, Text, Early Jewish Literature, Scripture, Ritual text, Jewish Traditions']"
syria,Tell Afis (Syria),"['1200 BCE - 600 BCE', 'Religious Group, Ancient Syrian Religion']"
syria,Tell Fekheriyeh Inscription,"['890 BCE - 750 CE', 'Religious Group, Text, Mesopotamian Religions, Assyrian Religions, Aramaic Religions, Canaanite Religions, Near East, Polytheistic, Ancient Syrian Religion, Excavated text, Temple Buildings and Temple Cult']"
syria,Temple at Tell Afis,"['1100 BCE - 600 BCE', 'Religious Place, Religious Group, Temple, Syro-Palestinian Religion, Temple Buildings and Temple Cult, Archaeological monument, Aramaic Religions']"
syria,The Autobiography of Adad-guppi,"['649 BCE - 539 BCE', 'Religious Group, Text, Mesopotamian Religions, Ancient Mediterranean, Babylonian Text, Religious History, Mortuary text, Ancient Syrian Religion, Ritual text, Inscription, Excavated text']"
syria,The Didache,"['Secondary source: Multiple References', '50 CE - 110 CE', 'Religious Group, Text, Early Christianity, Koine Greek Text']"
syria,The Late Bronze Age City-State of Ugarit,"['1500 BCE - 1200 BCE', 'Religious Group, Levantine Religion, Syro-Palestinian Religion']"
taiwan,Female alchemy Tradition,"['Data source: Mapping Religious Diversity in Modern Sichuan', '1550 CE - 2021 CE', 'Religious Group, Text, Daoist text, Daoism']"
taiwan,Yiguan Dao/I-Kuan Tao 一貫道,"['1870 CE - 2021 CE', 'Religious Group, Syncretic Religions']"
yiguan-dao-presence-in-taiwan,Yiguan Dao/I-Kuan Tao 一貫道,"['1870 CE - 2021 CE', 'Religious Group, Syncretic Religions']"
tamilakam,Adi Dravida/Valluva Sakya Buddhism,"['1891 CE - 1940 CE', 'Religious Group, Reform Movement, Communal Society, Subaltern Religion, Tamil Religious Groups, South Asian Religion, Buddhist Traditions']"
tamilakam,Tamil Muslims,"['20 CE - 21 CE', ""Religious Group, South Asian Religion, Shi'a Islam, Islamic Traditions""]"
tamilakam,Tamil Neo-Saivism,"['1841 CE - 2020 CE', 'Religious Group, Reform Movement, Shaivism, Tamil Religious Groups, South Asian Religion, Indic Religious Traditions']"
thrace,The Bogomils,"['Secondary source: Multiple References', '969 CE - 1400 CE', 'Religious Group, Medieval Christianity, Asia Minor, Heresy, Dualist Tradition, Balkans, Christian Traditions']"
tibet,Amdo Gelukpa,"['1400 CE - 2000 CE', 'Religious Group, Tibetan Buddhism, Tantric Buddhism, Buddhist Traditions']"
tibet,The Yijing 易經 (The Classic of Changes),"['Expert source: Richard Smith', '1554 BCE - 2021 CE', 'Religious Group, Text, Chinese Religion, Neo-Confucian text, Cosmology, Early Chinese text, Excavated text']"
tibet,Tibetan Nonsectarianism (ris med),"['1840 CE - 1920 CE', 'Religious Group, Mahayana Buddhism, Buddhist Traditions, Tibetan Buddhism']"
transnational,Islamic modernists,"['1800 CE - 1980 CE', 'Religious Group, Maghreb Religions, African Religion, Secularism, Islamic Traditions, South Asian Religion']"
